Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:214(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\container.py:139(__len__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\ansitowin32.py:116(get_win32_calls)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\half_cheetah.py:8(HalfCheetahEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\request.py:653(SeekableFileObject)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\config\plugins.py:6(PluginConfig)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:782(_newname)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:3005(parameters)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:614(generate_tokens)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:354(observation_space)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\sync_vector_env.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\_utils.py:9(_get_device_index)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\hopper.py:8(HopperEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\humanoid.py:14(HumanoidEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\inverted_double_pendulum.py:8(InvertedDoublePendulumEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\inverted_pendulum.py:8(InvertedPendulumEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\pusher.py:8(PusherEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\queue.py:206(_init)
        1    0.000    0.000    0.000    0.000 D:\Program Files (x86)\PyCharm Community Edition 2022.1.1\plugins\python-ce\helpers\pydev\_pydev_bundle\pydev_monkey.py:761(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:461(_decodeExtra)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:547(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1014(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.count_nonzero}
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\fetch.py:8(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_argparse_formatter.py:922(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\walker2d.py:8(Walker2dEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\abc.py:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\platform.py:814(uname)
       10    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:796(name)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:903(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1710(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\ezpickle.py:21(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\sampler.py:107(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\swimmer.py:8(SwimmerEnv)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\format.py:550(Writer)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:431(_format)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1098(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:197(_check_version)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1295(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\glfw\__init__.py:20(GLContext)
        7    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:166(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:806(filter)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1040(<listcomp>)
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_io._IOBase' objects}
        6    0.000    0.000    0.000    0.000 {method 'ndimension' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:1257(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\ansitowin32.py:22(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:21(delimeter_context)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\config\extensions.py:9(FileExtension)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:119(getLevelName)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:423(usesTime)
        2    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        4    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:445(_index_sampler)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:486(check_worker_number_rationality)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\util.py:364(StdoutProgressIndicator)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:442(_create_exit_wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:1183(daemon)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:919(release)
        1    0.000    0.000    0.000    0.000 I:/Programming/CleanRL/cleanrl/cleanrl/ppo_continuous_action.py:109(make_env)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:428(_count_nonzero_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\multiprocessing\process.py:37(current_process)
        5    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\initialise.py:51(deinit)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:1129(name)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:208(_GLFWcursor)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:82(_GLFWwindow)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\encodings\cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:831(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1049(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\multiarray.py:668(result_type)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:2195(_allclose_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\typing_extensions.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributed\distributed_c10d.py:453(default_pg)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:805(flush)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\summary\writer\record_writer.py:23(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:72(GLFWError)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:786(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:671(_partition_dispatcher)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\function_base.py:3769(_median_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\shape_base.py:1187(_tile_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\vector_env.py:77(reset_async)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._set_cudnn_deterministic}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\colorama\ansitowin32.py:106(should_wrap)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:441(_auto_collation)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:451(__members__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:404(isbuiltin)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:855(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:375(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:81(get_calls)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:90(_GLFWmonitor)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\encodings\cp437.py:17(IncrementalEncoder)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:3009(return_annotation)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1408(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:359(getMessage)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:2274(_isclose_dispatcher)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\fetching.py:19(InternetNotAllowedError)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\encodings\cp437.py:21(IncrementalDecoder)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:553(is_set)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:725(tell)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1307(disable)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\getlimits.py:679(min)
