Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      252    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\optim\optimizer.py:91(_stack_if_compiling)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\function_base.py:3774(median)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:3205(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tensorboard\compat\tensorflow_stub\io\gfile.py:199(makedirs)
      382    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
       56    0.000    0.000    0.000    0.000 {method 'fill_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\passive_env_checker.py:234(env_step_passive_checker)
     2663    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      252    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1902(get_origin)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
      218    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:200(makedirs)
       85    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:292(_optimize_charset)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\function_base.py:3692(_ureduce)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\v3_plugin_api.py:45(PluginV3)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:166(_check_capability)
      712    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1205(_is_dataclass_instance)
      192    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:359(__call__)
      160    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:37(replace_delimeter_in_part)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_init}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\function_base.py:3860(_median)
        7    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\contextlib.py:76(inner)
       52    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\copy.py:66(copy)
      893    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:173(append)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:208(constant_)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\numeric.py:2359(within_tol)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1142(close)
       63    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\hooks.py:23(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:237(zeros_)
      118    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
      703    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      252    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\_foreach_utils.py:12(_get_fused_kernels_supported_devices)
       80    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1533(_get_optional_kwargs)
      146    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:804(compute_should_use_set_data)
        6    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       34    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
      384    0.000    0.000    0.000    0.000 {built-in method numpy.frombuffer}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2279(_signature_from_function)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\lib\format.py:559(_filter_header)
        6    0.000    0.000    0.000    0.000 {method 'normal_' of 'torch._C.TensorBase' objects}
       43    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ntpath.py:87(isabs)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\renderer.py:1(<module>)
      201    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\variables\base.py:125(__instancecheck__)
       25    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:63(_no_grad_zero_)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\normalization.py:194(reset_parameters)
       48    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1805(_add_action)
      323    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:2286(named_children)
       42    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:396(_calculate_correct_fan)
      370    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:250(match)
      243    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:751(device_count)
       80    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1453(_add_action)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:698(_device_count_nvml)
       40    0.000    0.000    0.000    0.000 D:\Program Files (x86)\PyCharm Community Edition 2022.1.1\plugins\python-ce\helpers\pydev\pydevd_file_utils.py:550(is_real_file)
       96    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:833(_get_dataclass_field_default)
      112    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_env.py:132(set_state)
      260    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\types.py:176(__get__)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      112    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:107(reset)
       29    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:146(_type_check)
       64    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\rich\markup.py:49(escape)
      252    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\__init__.py:876(are_deterministic_algorithms_enabled)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1187(fields)
       63    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:509(<listcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_instantiators.py:150(instantiator_from_type)
       72    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:315(_calculate_fan_in_and_fan_out)
      218    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\parameter.py:55(__deepcopy__)
      600    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\dataloader.py:226(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_arguments.py:240(_rule_handle_boolean_flags)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\__init__.py:621(_raw_device_count_nvml)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:412(_create_fn)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\gettext.py:741(gettext)
      237    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\queue.py:213(_put)
       63    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\cuda\graphs.py:22(is_current_stream_capturing)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\gettext.py:664(dgettext)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1825(parse_args)
      138    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:138(_set_current_backend)
      143    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\ctypes\__init__.py:391(__getitem__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1832(parse_known_args)
       18    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\batchnorm.py:68(reset_running_stats)
      203    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:261(innermost_fn)
      608    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:615(_prepare_errcheck)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:98(_GLFWvidmode)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\renderer.py:27(Renderer)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\utils.py:493(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\gettext.py:583(translation)
      224    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:200(np_random)
      998    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\tokenize.py:297(detect_encoding)
      239    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:264(__enter__)
       80    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:1567(_pop_action_class)
      632    0.000    0.000    0.000    0.000 {built-in method torch._C._get_privateuse1_backend_name}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:1092(stat)
      242    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\dict.py:52(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
       96    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:211(apply_type_from_typevar)
      239    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\threading.py:267(__exit__)
      320    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:186(unwrap_annotated)
       40    0.000    0.000    0.000    0.000 D:\Program Files (x86)\PyCharm Community Edition 2022.1.1\plugins\python-ce\helpers\pydev\pydevd_file_utils.py:542(_is_int)
      135    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:355(istraceback)
       52    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
       33    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\enum.py:89(__setitem__)
      288    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:1059(tokeneater)
      538    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_unsafe_cache.py:44(unsafe_hash)
       48    0.000    0.000    0.000    0.000 {built-in method nt.get_terminal_size}
      126    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:61(get_factor)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Compress' objects}
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
       30    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:515(<genexpr>)
      235    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\tensorboard\writer.py:261(_check_caffe2_blob)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1478(open)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\random\_pickle.py:40(__generator_ctor)
       89    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:447(_simple)
       49    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:32(unwrap_origin_strip_extras)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\gettext.py:542(find)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\traceback.py:27(format_list)
       63    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\random\_pickle.py:17(__bit_generator_ctor)
      241    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\queue.py:209(_qsize)
       69    0.000    0.000    0.000    0.000 {built-in method torch._C._is_tracing}
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:1138(__getitem__)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       47    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:591(_format_args)
      100    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:986(__setattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1467(info)
      204    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:820(<genexpr>)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
     1203    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x000001B024EE6560}
      240    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       33    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:69(dedent)
       83    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       23    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_resolver.py:44(is_dataclass)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:589(_from_parts)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\traceback.py:405(format)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\upsampling.py:142(__init__)
        1    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_env.py:166(MuJocoPyEnv)
      109    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:739(_extendLine)
       60    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\argparse.py:906(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:725(getdoc)
       69    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:99(_maybe_init_guarded_backend_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:267(_GLFWgamepadstate)
      318    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:191(isclass)
      138    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:182(ismodule)
      153    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\dataclasses.py:1210(is_dataclass)
       42    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\init.py:68(calculate_gain)
      252    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\functional.py:3963(<listcomp>)
      167    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
       27    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\box.py:316(get_precision)
        9    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\utils\record_constructor.py:22(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\imageio\core\util.py:1(<module>)
        4    0.000    0.000    0.000    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\encoder_decoder.py:126(__init__)
      109    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:72(<dictcomp>)
      320    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_strings.py:18(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_rendering.py:184(make_context_current)
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       12    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\typing.py:947(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\os.py:683(__setitem__)
      164    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:1691(remove_from)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\space.py:66(np_random)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\glfw\__init__.py:30(make_current)
       56    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:85(opengroup)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\pathlib.py:569(_parse_args)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:1821(close)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_argparse_formatter.py:195(ansi_context)
        2    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\space.py:105(seed)
       58    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\copy.py:264(<genexpr>)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2720(__str__)
       32    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_parsers.py:341(from_field)
        1    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:2245(make_context_current)
        4    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\inspect.py:2919(__init__)
       85    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:265(_compile_charset)
      195    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2333(any)
